,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
1564,1-501925116,Accepted-In Progress,2011-03-08 19:36:21,2011-03-08,Santhosh,Org line G3,Medium impact,,Tue,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1565,1-501925116,Queued-Awaiting Assignment,2011-03-08 19:37:05,2011-03-08,Hannes,Org line A2,Medium impact,,Tue,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1566,1-501925116,Accepted-Assigned,2011-03-08 19:38:06,2011-03-08,Y,Org line A2,Medium impact,,Tue,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1567,1-501925116,Accepted-Wait,2011-03-08 21:40:05,2011-03-08,Y,Org line A2,Medium impact,,Tue,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1614,1-506108491,Accepted-Wait,2011-03-10 18:18:14,2011-03-10,Håkan,Org line G4,Medium impact,,Thu,2011-03-07 21:38:53,2012-01-23 20:15:22,321
917,1-397806545,Accepted-Wait,2011-03-10 18:18:34,2011-03-10,Mikael,Org line G4,High impact,,Thu,2010-09-02 17:57:26,2012-01-20 02:11:17,504
1623,1-506866218,Accepted-Wait,2011-03-10 19:36:06,2011-03-10,Andrew,Org line A2,Medium impact,,Thu,2011-03-10 19:36:06,2012-05-05 01:03:29,421
761,1-384097130,Accepted-Assigned,2011-03-11 01:02:06,2011-03-11,Jonas,Org line C,Medium impact,,Fri,2010-07-02 21:43:45,2012-02-18 01:27:41,595
1340,1-433710534,Accepted-Assigned,2011-03-11 09:58:59,2011-03-11,Jinhyo,Org line A2,Major impact,,Fri,2010-12-28 11:59:29,2012-02-01 21:28:56,400
1494,1-479002951,Accepted-Wait,2011-03-13 22:11:06,2011-03-13,Per,Org line G4,High impact,,Sun,2011-02-04 23:21:41,2012-02-29 23:27:21,390
1626,1-507679771,Accepted-In Progress,2011-03-15 00:04:30,2011-03-15,Katarina,Org line G4,Medium impact,,Tue,2011-03-15 00:04:30,2012-02-02 01:12:52,324
1628,1-507774379,Accepted-In Progress,2011-03-15 15:32:07,2011-03-15,Carolyn,Org line G3,Medium impact,,Tue,2011-03-15 15:32:07,2012-02-03 07:28:26,324
1629,1-507774379,Queued-Awaiting Assignment,2011-03-15 15:37:19,2011-03-15,Carolyn,Org line G3,Medium impact,,Tue,2011-03-15 15:32:07,2012-02-03 07:28:26,324
1630,1-507774379,Accepted-In Progress,2011-03-15 20:41:56,2011-03-15,Santhosh,Org line G3,Medium impact,,Tue,2011-03-15 15:32:07,2012-02-03 07:28:26,324
1631,1-507774379,Accepted-Assigned,2011-03-15 20:42:27,2011-03-15,Carolyn,Org line G3,Medium impact,,Tue,2011-03-15 15:32:07,2012-02-03 07:28:26,324
1634,1-508044897,Accepted-In Progress,2011-03-16 05:45:17,2011-03-16,Kymaria,Org line C,High impact,,Wed,2011-03-16 05:45:17,2012-03-15 22:12:23,365
773,1-384757914,Accepted-In Progress,2011-03-17 02:45:07,2011-03-17,Renee,Org line G3,Medium impact,,Thu,2010-07-06 17:43:18,2012-02-04 19:37:38,578
774,1-384757914,Completed-Closed,2011-03-17 02:45:08,2011-03-17,Renee,Org line G3,Medium impact,,Thu,2010-07-06 17:43:18,2012-02-04 19:37:38,578
1642,1-508462323,Accepted-In Progress,2011-03-17 20:59:36,2011-03-17,Lena,Org line A2,Low impact,,Thu,2011-03-17 20:59:36,2012-03-21 01:19:29,369
1619,1-506236591,Accepted-In Progress,2011-03-18 19:57:59,2011-03-18,Padmanabha,Org line G3,Medium impact,,Fri,2011-03-08 06:14:33,2012-01-30 21:57:18,328
1620,1-506236591,Accepted-Assigned,2011-03-18 19:58:09,2011-03-18,Carolyn,Org line G3,Medium impact,,Fri,2011-03-08 06:14:33,2012-01-30 21:57:18,328
1644,1-508825032,Accepted-In Progress,2011-03-18 23:50:57,2011-03-18,Veronique,Org line A2,Medium impact,,Fri,2011-03-18 23:50:57,2012-01-12 20:47:22,299
1635,1-508044897,Queued-Awaiting Assignment,2011-03-19 01:20:08,2011-03-19,Kymaria,Org line C,High impact,,Sat,2011-03-16 05:45:17,2012-03-15 22:12:23,365
1298,1-430880486,Accepted-Wait,2011-03-22 02:11:52,2011-03-22,Katarina,Org line G4,Medium impact,,Tue,2010-12-16 20:55:48,2012-02-29 23:38:04,440
1497,1-489198755,Accepted-Wait,2011-03-22 02:26:55,2011-03-22,Katarina,Org line G4,Medium impact,,Tue,2011-02-09 01:10:53,2012-02-15 01:45:26,371
1406,1-443175071,Accepted-Wait,2011-03-22 02:30:18,2011-03-22,Katarina,Org line G4,Medium impact,,Tue,2011-01-21 02:18:05,2012-03-19 17:18:42,423
1655,1-509915742,Accepted-In Progress,2011-03-24 01:00:18,2011-03-24,Marie,Org line V2,Low impact,,Thu,2011-03-24 01:00:18,2012-02-28 00:29:22,340
1649,1-509912273,Accepted-In Progress,2011-03-24 01:11:24,2011-03-24,Carolyn,Org line G3,Medium impact,,Thu,2011-03-24 01:11:24,2012-01-30 21:53:23,312
1650,1-509912273,Queued-Awaiting Assignment,2011-03-24 01:41:02,2011-03-24,Carolyn,Org line G3,Medium impact,,Thu,2011-03-24 01:11:24,2012-01-30 21:53:23,312
1646,1-509892697,Accepted-In Progress,2011-03-24 01:42:24,2011-03-24,Mikael,Org line G4,Low impact,,Thu,2011-03-24 01:42:24,2012-01-24 02:30:27,306
1651,1-509912273,Accepted-In Progress,2011-03-24 07:30:06,2011-03-24,Padmanabha,Org line G3,Medium impact,,Thu,2011-03-24 01:11:24,2012-01-30 21:53:23,312
1652,1-509912273,Accepted-Assigned,2011-03-24 07:30:35,2011-03-24,Carolyn,Org line G3,Medium impact,,Thu,2011-03-24 01:11:24,2012-01-30 21:53:23,312
1657,1-510142147,Accepted-In Progress,2011-03-24 23:03:32,2011-03-24,Gustav,Org line G4,High impact,,Thu,2011-03-24 23:03:32,2012-01-31 18:45:09,312
1636,1-508044897,Queued-Awaiting Assignment,2011-03-25 03:20:41,2011-03-25,Per-Erik,Org line C,High impact,,Fri,2011-03-16 05:45:17,2012-03-15 22:12:23,365
1637,1-508044897,Accepted-In Progress,2011-03-25 04:28:23,2011-03-25,Kymaria,Org line C,High impact,,Fri,2011-03-16 05:45:17,2012-03-15 22:12:23,365
1638,1-508044897,Accepted-Wait,2011-03-25 04:30:00,2011-03-25,Kymaria,Org line C,High impact,,Fri,2011-03-16 05:45:17,2012-03-15 22:12:23,365
1665,1-510423612,Accepted-In Progress,2011-03-25 21:59:02,2011-03-25,James,Org line V11,Medium impact,,Fri,2011-03-25 21:59:02,2012-04-24 23:35:09,396
1663,1-510399424,Accepted-In Progress,2011-03-25 22:21:36,2011-03-25,Timothy,Org line A2,Medium impact,,Fri,2011-03-25 22:21:36,2012-02-15 20:41:23,326
137,1-332389008,Accepted-In Progress,2011-03-28 19:52:46,2011-03-28,Ingela,Org line V2,Medium impact,,Mon,2009-11-10 01:38:14,2012-04-13 21:41:36,885
762,1-384097130,Accepted-In Progress,2011-03-29 18:44:20,2011-03-29,Jonas,Org line C,Medium impact,,Tue,2010-07-02 21:43:45,2012-02-18 01:27:41,595
431,1-368322765,Queued-Awaiting Assignment,2011-03-30 19:49:05,2011-03-30,Hannes,Org line A2,Medium impact,,Wed,2010-04-20 23:25:52,2012-01-31 17:28:52,650
432,1-368322765,Accepted-In Progress,2011-03-30 20:08:08,2011-03-30,Kannan,Org line A2,Medium impact,,Wed,2010-04-20 23:25:52,2012-01-31 17:28:52,650
433,1-368322765,Accepted-Assigned,2011-03-30 20:08:19,2011-03-30,Jayalakshmi,Org line A2,Medium impact,,Wed,2010-04-20 23:25:52,2012-01-31 17:28:52,650
434,1-368322765,Accepted-Wait,2011-03-30 23:14:36,2011-03-30,Jayalakshmi,Org line A2,Medium impact,,Wed,2010-04-20 23:25:52,2012-01-31 17:28:52,650
1348,1-433910332,Accepted-Wait,2011-03-31 18:34:29,2011-03-31,Ian,Org line A2,Medium impact,,Thu,2010-12-28 23:28:04,2012-05-17 20:45:59,505
1668,1-511755003,Accepted-In Progress,2011-03-31 20:47:33,2011-03-31,James,Org line V11,High impact,,Thu,2011-03-31 20:47:33,2012-04-24 23:13:25,390
1669,1-511755003,Accepted-Wait,2011-03-31 20:48:29,2011-03-31,James,Org line V11,High impact,,Thu,2011-03-31 20:47:33,2012-04-24 23:13:25,390
1672,1-511787661,Accepted-In Progress,2011-03-31 21:51:15,2011-03-31,Carolyn,Org line G3,Medium impact,,Thu,2011-03-31 21:51:15,2012-02-07 06:19:44,312
1673,1-511787661,Queued-Awaiting Assignment,2011-03-31 21:52:58,2011-03-31,Carolyn,Org line G3,Medium impact,,Thu,2011-03-31 21:51:15,2012-02-07 06:19:44,312
1674,1-511787661,Accepted-In Progress,2011-03-31 23:35:19,2011-03-31,Santhosh,Org line G3,Medium impact,,Thu,2011-03-31 21:51:15,2012-02-07 06:19:44,312
1675,1-511787661,Accepted-Assigned,2011-03-31 23:36:46,2011-03-31,Carolyn,Org line G3,Medium impact,,Thu,2011-03-31 21:51:15,2012-02-07 06:19:44,312
1684,1-512654811,Accepted-In Progress,2011-04-04 20:41:59,2011-04-04,Stephane,Org line A2,Medium impact,,Mon,2011-04-04 20:41:59,2012-04-24 17:46:08,385
1678,1-512617571,Accepted-In Progress,2011-04-04 20:48:35,2011-04-04,Ian,Org line A2,High impact,,Mon,2011-04-04 20:48:35,2012-02-15 21:12:58,317
1679,1-512617571,Accepted-Assigned,2011-04-04 20:49:23,2011-04-04,Ian,Org line A2,High impact,,Mon,2011-04-04 20:48:35,2012-02-15 21:12:58,317
1685,1-512654811,Queued-Awaiting Assignment,2011-04-04 20:57:11,2011-04-04,Stephane,Org line A2,Medium impact,,Mon,2011-04-04 20:41:59,2012-04-24 17:46:08,385
1017,1-406066421,Accepted-Wait,2011-04-04 23:36:41,2011-04-04,Peter,Org line C,Medium impact,,Mon,2010-10-01 22:31:57,2012-01-04 21:33:27,459
1688,1-513031774,Accepted-In Progress,2011-04-05 16:39:04,2011-04-05,Roland,Org line G4,Low impact,,Tue,2011-04-05 16:39:04,2012-03-14 00:47:40,343
1690,1-513032417,Accepted-In Progress,2011-04-05 18:51:29,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 18:51:29,2012-02-07 06:35:30,307
1691,1-513032417,Queued-Awaiting Assignment,2011-04-05 18:57:11,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 18:51:29,2012-02-07 06:35:30,307
1692,1-513032417,Accepted-In Progress,2011-04-05 19:55:16,2011-04-05,Santhosh,Org line G3,Medium impact,,Tue,2011-04-05 18:51:29,2012-02-07 06:35:30,307
1693,1-513032417,Accepted-Assigned,2011-04-05 19:56:25,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 18:51:29,2012-02-07 06:35:30,307
1696,1-513135755,Accepted-In Progress,2011-04-05 21:38:03,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 21:38:03,2012-01-31 06:50:05,300
1697,1-513135755,Queued-Awaiting Assignment,2011-04-05 21:41:43,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 21:38:03,2012-01-31 06:50:05,300
1702,1-513180623,Accepted-In Progress,2011-04-05 21:43:11,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 21:43:11,2012-01-10 21:21:57,279
1698,1-513135755,Accepted-In Progress,2011-04-05 21:44:05,2011-04-05,Santhosh,Org line G3,Medium impact,,Tue,2011-04-05 21:38:03,2012-01-31 06:50:05,300
1699,1-513135755,Accepted-Assigned,2011-04-05 21:47:27,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 21:38:03,2012-01-31 06:50:05,300
1703,1-513180623,Queued-Awaiting Assignment,2011-04-05 21:49:28,2011-04-05,Carolyn,Org line G3,Medium impact,,Tue,2011-04-05 21:43:11,2012-01-10 21:21:57,279
1704,1-513180623,Accepted-In Progress,2011-04-06 00:59:39,2011-04-06,Santhosh,Org line G3,Medium impact,,Wed,2011-04-05 21:43:11,2012-01-10 21:21:57,279
1705,1-513180623,Accepted-Assigned,2011-04-06 01:01:29,2011-04-06,Carolyn,Org line G3,Medium impact,,Wed,2011-04-05 21:43:11,2012-01-10 21:21:57,279
1708,1-513395204,Accepted-In Progress,2011-04-06 01:54:14,2011-04-06,James,Org line V11,Medium impact,,Wed,2011-04-06 01:54:14,2012-04-24 23:14:22,384
1349,1-433910332,Accepted-In Progress,2011-04-06 21:16:21,2011-04-06,Ian,Org line A2,Medium impact,,Wed,2010-12-28 23:28:04,2012-05-17 20:45:59,505
1711,1-513767190,Accepted-In Progress,2011-04-06 22:15:49,2011-04-06,Daniel,Org line A2,Major impact,,Wed,2011-04-06 22:15:49,2012-04-04 17:28:32,363
1639,1-508044897,Queued-Awaiting Assignment,2011-04-06 23:39:36,2011-04-06,Per-Erik,Org line C,High impact,,Wed,2011-03-16 05:45:17,2012-03-15 22:12:23,365
1640,1-508044897,Accepted-In Progress,2011-04-07 00:15:00,2011-04-07,Per-Erik,Org line C,High impact,,Thu,2011-03-16 05:45:17,2012-03-15 22:12:23,365
1714,1-513864515,Accepted-In Progress,2011-04-07 00:21:18,2011-04-07,Kranthi,Org line A2,High impact,,Thu,2011-04-07 00:21:18,2012-02-08 15:51:52,307
1715,1-513864515,Accepted-In Progress,2011-04-07 00:31:54,2011-04-07,Kranthi,Org line A2,High impact,,Thu,2011-04-07 00:21:18,2012-02-08 15:51:52,307
1718,1-513910403,Accepted-In Progress,2011-04-07 01:53:40,2011-04-07,Håkan,Org line A2,High impact,,Thu,2011-04-07 01:53:40,2012-04-05 00:57:36,363
1647,1-509892697,Accepted-Wait,2011-04-07 08:13:29,2011-04-07,Mikael,Org line G4,Low impact,,Thu,2011-03-24 01:42:24,2012-01-24 02:30:27,306
1328,1-433309965,Queued-Awaiting Assignment,2011-04-07 20:38:51,2011-04-07,Hannes,Org line A2,Medium impact,,Thu,2010-12-24 16:04:53,2012-02-03 07:19:29,405
1329,1-433309965,Accepted-Assigned,2011-04-07 20:39:17,2011-04-07,Y,Org line A2,Medium impact,,Thu,2010-12-24 16:04:53,2012-02-03 07:19:29,405
1273,1-429979181,Queued-Awaiting Assignment,2011-04-07 20:49:36,2011-04-07,Hannes,Org line A2,Medium impact,,Thu,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1274,1-429979181,Accepted-Assigned,2011-04-07 20:53:08,2011-04-07,Jayalakshmi,Org line A2,Medium impact,,Thu,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1330,1-433309965,Accepted-In Progress,2011-04-07 21:07:06,2011-04-07,Y,Org line A2,Medium impact,,Thu,2010-12-24 16:04:53,2012-02-03 07:19:29,405
1331,1-433309965,Accepted-Wait,2011-04-07 21:08:47,2011-04-07,Y,Org line A2,Medium impact,,Thu,2010-12-24 16:04:53,2012-02-03 07:19:29,405
1275,1-429979181,Accepted-Wait,2011-04-07 21:17:37,2011-04-07,Jayalakshmi,Org line A2,Medium impact,,Thu,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1721,1-514223574,Accepted-In Progress,2011-04-07 21:21:34,2011-04-07,James,Org line V11,Medium impact,,Thu,2011-04-07 21:21:34,2012-04-24 23:36:15,383
775,1-384757914,Accepted-In Progress,2011-04-07 21:41:01,2011-04-07,Santhosh,Org line G3,Medium impact,,Thu,2010-07-06 17:43:18,2012-02-04 19:37:38,578
776,1-384757914,Queued-Awaiting Assignment,2011-04-07 21:43:44,2011-04-07,Hannes,Org line A2,Medium impact,,Thu,2010-07-06 17:43:18,2012-02-04 19:37:38,578
469,1-370452680,Queued-Awaiting Assignment,2011-04-07 22:10:31,2011-04-07,Martin,Org line C,High impact,,Thu,2010-04-29 22:58:57,2012-01-04 21:44:59,614
1724,1-514311011,Accepted-In Progress,2011-04-07 23:10:06,2011-04-07,James,Org line V11,Medium impact,,Thu,2011-04-07 23:10:06,2012-04-24 23:15:43,383
1332,1-433309965,Accepted-In Progress,2011-04-08 01:03:00,2011-04-08,Y,Org line A2,Medium impact,,Fri,2010-12-24 16:04:53,2012-02-03 07:19:29,405
1333,1-433309965,Queued-Awaiting Assignment,2011-04-08 01:06:20,2011-04-08,Carolyn,Org line G3,Medium impact,,Fri,2010-12-24 16:04:53,2012-02-03 07:19:29,405
1727,1-514618724,Accepted-In Progress,2011-04-08 19:57:43,2011-04-08,Mikael,Org line C,High impact,,Fri,2011-04-08 19:57:43,2012-02-21 19:31:26,318
777,1-384757914,Accepted-Assigned,2011-04-08 20:08:24,2011-04-08,Y,Org line A2,Medium impact,,Fri,2010-07-06 17:43:18,2012-02-04 19:37:38,578
778,1-384757914,Queued-Awaiting Assignment,2011-04-08 20:26:56,2011-04-08,Carolyn,Org line G3,Medium impact,,Fri,2010-07-06 17:43:18,2012-02-04 19:37:38,578
1731,1-514712116,Accepted-In Progress,2011-04-08 21:23:18,2011-04-08,James,Org line V11,Medium impact,,Fri,2011-04-08 21:23:18,2012-04-24 23:16:46,382
661,1-378976624,Queued-Awaiting Assignment,2011-04-08 21:57:15,2011-04-08,Hannes,Org line A2,Medium impact,,Fri,2010-06-09 19:45:16,2012-02-04 18:18:05,604
662,1-378976624,Accepted-Assigned,2011-04-08 21:57:49,2011-04-08,Y,Org line A2,Medium impact,,Fri,2010-06-09 19:45:16,2012-02-04 18:18:05,604
779,1-384757914,Accepted-In Progress,2011-04-08 23:19:05,2011-04-08,Santhosh,Org line A2,Medium impact,,Fri,2010-07-06 17:43:18,2012-02-04 19:37:38,578
780,1-384757914,Accepted-Assigned,2011-04-08 23:19:54,2011-04-08,Carolyn,Org line A2,Medium impact,,Fri,2010-07-06 17:43:18,2012-02-04 19:37:38,578
1334,1-433309965,Accepted-In Progress,2011-04-08 23:26:24,2011-04-08,Santhosh,Org line G3,Medium impact,,Fri,2010-12-24 16:04:53,2012-02-03 07:19:29,405
1335,1-433309965,Accepted-Assigned,2011-04-08 23:28:35,2011-04-08,Carolyn,Org line G3,Medium impact,,Fri,2010-12-24 16:04:53,2012-02-03 07:19:29,405
663,1-378976624,Accepted-Assigned,2011-04-08 23:30:45,2011-04-08,Valerie,Org line A2,Medium impact,,Fri,2010-06-09 19:45:16,2012-02-04 18:18:05,604
1734,1-514832700,Accepted-In Progress,2011-04-09 01:37:57,2011-04-09,Patrik,Org line A2,Major impact,,Sat,2011-04-09 01:37:57,2012-04-12 00:37:59,368
235,1-354090772,Accepted-Assigned,2011-04-11 16:48:47,2011-04-11,Katarzyna,Org line A2,Medium impact,,Mon,2010-02-15 18:33:11,2012-01-19 17:56:20,702
236,1-354090772,Accepted-Assigned,2011-04-11 17:08:44,2011-04-11,Damian,Org line A2,Medium impact,,Mon,2010-02-15 18:33:11,2012-01-19 17:56:20,702
284,1-359215498,Accepted-Assigned,2011-04-11 17:09:41,2011-04-11,Damian,Org line A2,Medium impact,,Mon,2010-03-09 20:28:51,2012-03-30 19:01:23,751
107,1-329451027,Accepted-Assigned,2011-04-11 17:10:20,2011-04-11,Damian,Org line A2,Low impact,,Mon,2009-10-26 23:47:10,2012-03-30 18:53:53,885
285,1-359215498,Accepted-Assigned,2011-04-11 17:11:23,2011-04-11,Katarzyna,Org line A2,Medium impact,,Mon,2010-03-09 20:28:51,2012-03-30 19:01:23,751
108,1-329451027,Accepted-Assigned,2011-04-11 17:11:48,2011-04-11,Katarzyna,Org line A2,Low impact,,Mon,2009-10-26 23:47:10,2012-03-30 18:53:53,885
118,1-329647261,Accepted-Assigned,2011-04-11 17:12:04,2011-04-11,Damian,Org line A2,Medium impact,,Mon,2009-10-27 18:42:40,2012-01-19 17:55:41,813
1276,1-429979181,Accepted-Assigned,2011-04-11 17:42:33,2011-04-11,Y,Org line A2,Medium impact,,Mon,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1277,1-429979181,Accepted-In Progress,2011-04-11 17:52:14,2011-04-11,Y,Org line A2,Medium impact,,Mon,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1278,1-429979181,Accepted-Wait,2011-04-11 17:55:03,2011-04-11,Y,Org line A2,Medium impact,,Mon,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1728,1-514618724,Accepted-Wait,2011-04-11 18:18:36,2011-04-11,Mikael,Org line C,High impact,,Mon,2011-04-08 19:57:43,2012-02-21 19:31:26,318
1279,1-429979181,Queued-Awaiting Assignment,2011-04-11 19:54:44,2011-04-11,Carolyn,Org line G3,Medium impact,,Mon,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1280,1-429979181,Accepted-In Progress,2011-04-11 20:25:36,2011-04-11,Padmanabha,Org line G3,Medium impact,,Mon,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1281,1-429979181,Accepted-Assigned,2011-04-11 20:25:47,2011-04-11,Carolyn,Org line G3,Medium impact,,Mon,2010-12-14 19:22:05,2012-02-07 01:07:49,419
1568,1-501925116,Queued-Awaiting Assignment,2011-04-11 20:32:26,2011-04-11,Carolyn,Org line G3,Medium impact,,Mon,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1738,1-515461174,Accepted-In Progress,2011-04-11 23:56:28,2011-04-11,Roland,Org line G4,Low impact,,Mon,2011-04-11 23:56:28,2012-03-26 17:27:45,349
1188,1-423751353,Queued-Awaiting Assignment,2011-04-12 02:26:27,2011-04-12,Hannes,Org line A2,Medium impact,,Tue,2010-11-24 21:31:32,2012-02-04 22:26:48,437
1189,1-423751353,Accepted-Assigned,2011-04-12 02:26:46,2011-04-12,Y,Org line A2,Medium impact,,Tue,2010-11-24 21:31:32,2012-02-04 22:26:48,437
1742,1-515617964,Accepted-In Progress,2011-04-12 05:53:58,2011-04-12,Nigel,Org line C,Medium impact,,Tue,2011-04-12 05:53:58,2012-02-15 21:01:31,309
1569,1-501925116,Accepted-In Progress,2011-04-12 07:25:11,2011-04-12,Santhosh,Org line G3,Medium impact,,Tue,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1570,1-501925116,Accepted-Assigned,2011-04-12 07:25:22,2011-04-12,Carolyn,Org line G3,Medium impact,,Tue,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1746,1-515834995,Accepted-In Progress,2011-04-12 20:53:10,2011-04-12,Pawel,Org line A2,Low impact,,Tue,2011-04-12 20:53:10,2012-02-23 18:03:18,316
1747,1-515834995,Accepted-Wait,2011-04-12 20:59:32,2011-04-12,Pawel,Org line A2,Low impact,,Tue,2011-04-12 20:53:10,2012-02-23 18:03:18,316
1757,1-515873671,Accepted-In Progress,2011-04-12 22:24:13,2011-04-12,Ing-Marie,Org line G4,Medium impact,,Tue,2011-04-12 22:24:13,2012-01-28 01:01:47,290
1758,1-515873671,Queued-Awaiting Assignment,2011-04-12 22:24:29,2011-04-12,Ing-Marie,Org line G4,Medium impact,,Tue,2011-04-12 22:24:13,2012-01-28 01:01:47,290
878,1-390819078,Queued-Awaiting Assignment,2011-04-12 23:50:34,2011-04-12,Hannes,Org line A2,Medium impact,,Tue,2010-08-11 22:41:13,2012-01-31 18:36:40,537
879,1-390819078,Accepted-Assigned,2011-04-12 23:50:53,2011-04-12,Jayalakshmi,Org line A2,Medium impact,,Tue,2010-08-11 22:41:13,2012-01-31 18:36:40,537
812,1-388028918,Queued-Awaiting Assignment,2011-04-13 00:00:23,2011-04-13,Hannes,Org line A2,Medium impact,,Wed,2010-07-26 18:55:31,2012-01-31 00:45:01,553
813,1-388028918,Accepted-Assigned,2011-04-13 00:00:40,2011-04-13,Jayalakshmi,Org line A2,Medium impact,,Wed,2010-07-26 18:55:31,2012-01-31 00:45:01,553
1763,1-516141293,Accepted-In Progress,2011-04-13 09:08:38,2011-04-13,Mathieu,Org line C,Major impact,,Wed,2011-04-13 09:08:38,2012-03-17 00:47:56,338
1764,1-516141293,Queued-Awaiting Assignment,2011-04-13 09:10:31,2011-04-13,Mathieu,Org line C,Major impact,,Wed,2011-04-13 09:08:38,2012-03-17 00:47:56,338
763,1-384097130,Accepted-Wait,2011-04-13 23:23:07,2011-04-13,Jonas,Org line C,Medium impact,,Wed,2010-07-02 21:43:45,2012-02-18 01:27:41,595
1777,1-516860557,Accepted-In Progress,2011-04-14 21:59:47,2011-04-14,Gustav,Org line G4,Medium impact,,Thu,2011-04-14 21:59:47,2012-02-22 00:31:54,313
1780,1-517002080,Accepted-In Progress,2011-04-14 23:36:04,2011-04-14,Carolyn,Org line G3,Medium impact,,Thu,2011-04-14 23:36:04,2012-01-30 22:07:11,290
1781,1-517002080,Queued-Awaiting Assignment,2011-04-14 23:38:58,2011-04-14,Carolyn,Org line G3,Medium impact,,Thu,2011-04-14 23:36:04,2012-01-30 22:07:11,290
1786,1-517045062,Accepted-In Progress,2011-04-15 00:22:45,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 00:22:45,2012-01-31 06:52:53,291
1787,1-517045062,Queued-Awaiting Assignment,2011-04-15 00:25:33,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 00:22:45,2012-01-31 06:52:53,291
1782,1-517002080,Accepted-In Progress,2011-04-15 01:10:44,2011-04-15,Padmanabha,Org line G3,Medium impact,,Fri,2011-04-14 23:36:04,2012-01-30 22:07:11,290
1783,1-517002080,Accepted-Assigned,2011-04-15 01:10:49,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-14 23:36:04,2012-01-30 22:07:11,290
1788,1-517045062,Accepted-In Progress,2011-04-15 01:12:55,2011-04-15,Padmanabha,Org line G3,Medium impact,,Fri,2011-04-15 00:22:45,2012-01-31 06:52:53,291
1789,1-517045062,Accepted-Assigned,2011-04-15 01:13:02,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 00:22:45,2012-01-31 06:52:53,291
1743,1-515617964,Queued-Awaiting Assignment,2011-04-15 01:44:52,2011-04-15,Nigel,Org line C,Medium impact,,Fri,2011-04-12 05:53:58,2012-02-15 21:01:31,309
1792,1-517399487,Accepted-In Progress,2011-04-15 22:31:45,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 22:31:45,2012-02-07 07:07:41,297
1793,1-517399487,Queued-Awaiting Assignment,2011-04-15 22:41:10,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 22:31:45,2012-02-07 07:07:41,297
1805,1-517490964,Accepted-In Progress,2011-04-15 23:00:31,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 23:00:31,2012-02-03 07:24:48,293
1806,1-517490964,Queued-Awaiting Assignment,2011-04-15 23:04:07,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 23:00:31,2012-02-03 07:24:48,293
1807,1-517490964,Accepted-In Progress,2011-04-15 23:17:08,2011-04-15,Padmanabha,Org line G3,Medium impact,,Fri,2011-04-15 23:00:31,2012-02-03 07:24:48,293
1808,1-517490964,Accepted-Assigned,2011-04-15 23:17:14,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 23:00:31,2012-02-03 07:24:48,293
1794,1-517399487,Accepted-In Progress,2011-04-15 23:22:16,2011-04-15,Padmanabha,Org line G3,Medium impact,,Fri,2011-04-15 22:31:45,2012-02-07 07:07:41,297
1795,1-517399487,Accepted-Assigned,2011-04-15 23:22:22,2011-04-15,Carolyn,Org line G3,Medium impact,,Fri,2011-04-15 22:31:45,2012-02-07 07:07:41,297
1765,1-516141293,Queued-Awaiting Assignment,2011-04-16 02:44:49,2011-04-16,Pranesh,Org line C,Major impact,,Sat,2011-04-13 09:08:38,2012-03-17 00:47:56,338
1811,1-517828743,Accepted-In Progress,2011-04-18 19:16:21,2011-04-18,Carolyn,Org line G3,Medium impact,,Mon,2011-04-18 19:16:21,2012-01-30 21:58:41,287
