,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
5768,case-7567,T04 Determine confirmation of receipt - complete,2011-05-18 22:35:24.369,2011-05-18,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-05-18 22:33:56.160,2011-05-23 20:30:48.690,4
5769,case-7567,T05 Print and send confirmation of receipt - complete,2011-05-18 22:35:33.678,2011-05-18,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-05-18 22:33:56.160,2011-05-23 20:30:48.690,4
5730,case-7541,Confirmation of receipt - complete,2011-05-19 19:55:23.539,2011-05-19,Resource04,Group 1,channel:Desk,t01--t05 confirm receipt,4-Thu,2011-05-19 19:55:23.539,2011-05-19 19:56:26.335,0
5731,case-7541,T06 Determine necessity of stop advice - complete,2011-05-19 19:55:39.014,2011-05-19,Resource04,Group 1,channel:Desk,t06 determine necessity of stop advice,4-Thu,2011-05-19 19:55:23.539,2011-05-19 19:56:26.335,0
5732,case-7541,T02 Check confirmation of receipt - complete,2011-05-19 19:55:51.485,2011-05-19,Resource04,Group 4,channel:Desk,t01--t05 confirm receipt,4-Thu,2011-05-19 19:55:23.539,2011-05-19 19:56:26.335,0
5733,case-7541,T04 Determine confirmation of receipt - complete,2011-05-19 19:56:03.092,2011-05-19,Resource04,Group 3,channel:Desk,t01--t05 confirm receipt,4-Thu,2011-05-19 19:55:23.539,2011-05-19 19:56:26.335,0
5734,case-7541,T05 Print and send confirmation of receipt - complete,2011-05-19 19:56:13.624,2011-05-19,Resource04,Group 2,channel:Desk,t01--t05 confirm receipt,4-Thu,2011-05-19 19:55:23.539,2011-05-19 19:56:26.335,0
5735,case-7541,T10 Determine necessity to stop indication - complete,2011-05-19 19:56:26.335,2011-05-19,Resource04,Group 1,channel:Desk,t10 determine necessity to stop indication,4-Thu,2011-05-19 19:55:23.539,2011-05-19 19:56:26.335,0
5784,case-7570,Confirmation of receipt - complete,2011-05-20 23:08:44.165,2011-05-20,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-20 23:08:44.165,2011-05-26 21:28:10.860,5
5785,case-7570,T02 Check confirmation of receipt - complete,2011-05-20 23:09:03.161,2011-05-20,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-20 23:08:44.165,2011-05-26 21:28:10.860,5
5786,case-7570,T04 Determine confirmation of receipt - complete,2011-05-20 23:09:20.155,2011-05-20,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-20 23:08:44.165,2011-05-26 21:28:10.860,5
5787,case-7570,T05 Print and send confirmation of receipt - complete,2011-05-20 23:09:32.818,2011-05-20,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-20 23:08:44.165,2011-05-26 21:28:10.860,5
5790,case-7579,Confirmation of receipt - complete,2011-05-23 19:01:16.373,2011-05-23,Resource15,Group 1,channel:Desk,t01--t05 confirm receipt,1-Mon,2011-05-23 19:01:16.373,2011-05-25 22:42:15.186,2
5791,case-7579,T02 Check confirmation of receipt - complete,2011-05-23 19:01:33.395,2011-05-23,Resource15,Group 4,channel:Desk,t01--t05 confirm receipt,1-Mon,2011-05-23 19:01:16.373,2011-05-25 22:42:15.186,2
5792,case-7579,T04 Determine confirmation of receipt - complete,2011-05-23 19:01:47.042,2011-05-23,Resource15,Group 3,channel:Desk,t01--t05 confirm receipt,1-Mon,2011-05-23 19:01:16.373,2011-05-25 22:42:15.186,2
5793,case-7579,T06 Determine necessity of stop advice - complete,2011-05-23 19:06:36.303,2011-05-23,Resource15,Group 1,channel:Desk,t06 determine necessity of stop advice,1-Mon,2011-05-23 19:01:16.373,2011-05-25 22:42:15.186,2
5794,case-7579,T10 Determine necessity to stop indication - complete,2011-05-23 19:09:42.193,2011-05-23,Resource15,Group 1,channel:Desk,t10 determine necessity to stop indication,1-Mon,2011-05-23 19:01:16.373,2011-05-25 22:42:15.186,2
5760,case-7566,Confirmation of receipt - complete,2011-05-23 19:58:36.043,2011-05-23,Resource05,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-23 19:58:36.043,2011-05-23 20:24:26.728,0
5761,case-7566,T02 Check confirmation of receipt - complete,2011-05-23 20:19:03.199,2011-05-23,Resource05,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-23 19:58:36.043,2011-05-23 20:24:26.728,0
5762,case-7566,T04 Determine confirmation of receipt - complete,2011-05-23 20:19:21.547,2011-05-23,Resource05,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-23 19:58:36.043,2011-05-23 20:24:26.728,0
5763,case-7566,T05 Print and send confirmation of receipt - complete,2011-05-23 20:23:44.401,2011-05-23,Resource05,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-23 19:58:36.043,2011-05-23 20:24:26.728,0
5764,case-7566,T06 Determine necessity of stop advice - complete,2011-05-23 20:24:04.495,2011-05-23,Resource05,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-05-23 19:58:36.043,2011-05-23 20:24:26.728,0
5765,case-7566,T10 Determine necessity to stop indication - complete,2011-05-23 20:24:26.728,2011-05-23,Resource05,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-05-23 19:58:36.043,2011-05-23 20:24:26.728,0
5770,case-7567,T06 Determine necessity of stop advice - complete,2011-05-23 20:30:30.770,2011-05-23,Resource07,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-05-18 22:33:56.160,2011-05-23 20:30:48.690,4
5771,case-7567,T10 Determine necessity to stop indication - complete,2011-05-23 20:30:48.690,2011-05-23,Resource07,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-05-18 22:33:56.160,2011-05-23 20:30:48.690,4
5714,case-7525,Confirmation of receipt - complete,2011-05-23 23:38:02.577,2011-05-23,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-23 23:38:02.577,2011-06-01 20:52:48.457,8
5708,case-7523,Confirmation of receipt - complete,2011-05-24 17:51:25.110,2011-05-24,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-24 17:51:25.110,2011-05-24 18:27:12.156,0
5709,case-7523,T02 Check confirmation of receipt - complete,2011-05-24 17:51:50.622,2011-05-24,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-24 17:51:25.110,2011-05-24 18:27:12.156,0
5710,case-7523,T04 Determine confirmation of receipt - complete,2011-05-24 17:52:19.767,2011-05-24,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-24 17:51:25.110,2011-05-24 18:27:12.156,0
5711,case-7523,T05 Print and send confirmation of receipt - complete,2011-05-24 17:52:32.606,2011-05-24,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-24 17:51:25.110,2011-05-24 18:27:12.156,0
5712,case-7523,T06 Determine necessity of stop advice - complete,2011-05-24 18:26:18.635,2011-05-24,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-05-24 17:51:25.110,2011-05-24 18:27:12.156,0
5713,case-7523,T10 Determine necessity to stop indication - complete,2011-05-24 18:27:12.156,2011-05-24,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-05-24 17:51:25.110,2011-05-24 18:27:12.156,0
5795,case-7579,T05 Print and send confirmation of receipt - complete,2011-05-25 22:42:15.186,2011-05-25,admin1,Group 2,channel:Desk,t01--t05 confirm receipt,3-Wed,2011-05-23 19:01:16.373,2011-05-25 22:42:15.186,2
5752,case-7563,T06 Determine necessity of stop advice - complete,2011-05-26 18:19:42.709,2011-05-26,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-05-18 22:26:19.203,2011-05-26 21:15:05.892,7
5753,case-7563,T10 Determine necessity to stop indication - complete,2011-05-26 21:15:05.892,2011-05-26,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-05-18 22:26:19.203,2011-05-26 21:15:05.892,7
5788,case-7570,T06 Determine necessity of stop advice - complete,2011-05-26 21:27:09.297,2011-05-26,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-05-20 23:08:44.165,2011-05-26 21:28:10.860,5
5789,case-7570,T10 Determine necessity to stop indication - complete,2011-05-26 21:28:10.860,2011-05-26,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-05-20 23:08:44.165,2011-05-26 21:28:10.860,5
5843,case-7665,Confirmation of receipt - complete,2011-05-26 22:28:31.073,2011-05-26,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-05-26 22:28:31.073,2011-05-26 22:30:06.571,0
5844,case-7665,T02 Check confirmation of receipt - complete,2011-05-26 22:28:46.240,2011-05-26,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-05-26 22:28:31.073,2011-05-26 22:30:06.571,0
5845,case-7665,T06 Determine necessity of stop advice - complete,2011-05-26 22:29:00.068,2011-05-26,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-05-26 22:28:31.073,2011-05-26 22:30:06.571,0
5846,case-7665,T04 Determine confirmation of receipt - complete,2011-05-26 22:29:15.012,2011-05-26,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-05-26 22:28:31.073,2011-05-26 22:30:06.571,0
5847,case-7665,T05 Print and send confirmation of receipt - complete,2011-05-26 22:29:48.159,2011-05-26,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-05-26 22:28:31.073,2011-05-26 22:30:06.571,0
5848,case-7665,T10 Determine necessity to stop indication - complete,2011-05-26 22:30:06.571,2011-05-26,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-05-26 22:28:31.073,2011-05-26 22:30:06.571,0
5918,case-7700,Confirmation of receipt - complete,2011-05-27 19:57:52.750,2011-05-27,Resource06,Group 1,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 19:57:52.750,2011-05-27 20:00:48.541,0
5919,case-7700,T02 Check confirmation of receipt - complete,2011-05-27 19:59:07.899,2011-05-27,Resource06,Group 4,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 19:57:52.750,2011-05-27 20:00:48.541,0
5920,case-7700,T04 Determine confirmation of receipt - complete,2011-05-27 19:59:25.792,2011-05-27,Resource06,Group 3,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 19:57:52.750,2011-05-27 20:00:48.541,0
5921,case-7700,T06 Determine necessity of stop advice - complete,2011-05-27 19:59:38.595,2011-05-27,Resource06,Group 1,channel:Internet,t06 determine necessity of stop advice,5-Fri,2011-05-27 19:57:52.750,2011-05-27 20:00:48.541,0
5922,case-7700,T05 Print and send confirmation of receipt - complete,2011-05-27 19:59:52.144,2011-05-27,Resource06,Group 2,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 19:57:52.750,2011-05-27 20:00:48.541,0
5923,case-7700,T10 Determine necessity to stop indication - complete,2011-05-27 20:00:48.541,2011-05-27,Resource06,Group 1,channel:Internet,t10 determine necessity to stop indication,5-Fri,2011-05-27 19:57:52.750,2011-05-27 20:00:48.541,0
5930,case-7751,Confirmation of receipt - complete,2011-05-27 20:51:00.124,2011-05-27,Resource22,Group 1,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 20:51:00.124,2011-05-27 20:54:42.057,0
5931,case-7751,T02 Check confirmation of receipt - complete,2011-05-27 20:51:30.375,2011-05-27,Resource22,Group 4,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 20:51:00.124,2011-05-27 20:54:42.057,0
5932,case-7751,T04 Determine confirmation of receipt - complete,2011-05-27 20:51:55.269,2011-05-27,Resource22,Group 3,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 20:51:00.124,2011-05-27 20:54:42.057,0
5933,case-7751,T05 Print and send confirmation of receipt - complete,2011-05-27 20:52:15.751,2011-05-27,Resource22,Group 2,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 20:51:00.124,2011-05-27 20:54:42.057,0
5934,case-7751,T06 Determine necessity of stop advice - complete,2011-05-27 20:53:19.857,2011-05-27,Resource22,Group 1,channel:Internet,t06 determine necessity of stop advice,5-Fri,2011-05-27 20:51:00.124,2011-05-27 20:54:42.057,0
5935,case-7751,T10 Determine necessity to stop indication - complete,2011-05-27 20:54:42.057,2011-05-27,Resource22,Group 1,channel:Internet,t10 determine necessity to stop indication,5-Fri,2011-05-27 20:51:00.124,2011-05-27 20:54:42.057,0
5942,case-7754,Confirmation of receipt - complete,2011-05-27 21:10:58.848,2011-05-27,admin2,Group 1,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-05-27 21:10:58.848,2011-05-27 21:10:58.848,0
5985,case-7763,Confirmation of receipt - complete,2011-05-30 19:17:44.400,2011-05-30,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 19:17:44.400,2011-05-30 19:21:00.125,0
5986,case-7763,T02 Check confirmation of receipt - complete,2011-05-30 19:18:05.974,2011-05-30,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 19:17:44.400,2011-05-30 19:21:00.125,0
5987,case-7763,T04 Determine confirmation of receipt - complete,2011-05-30 19:18:30.188,2011-05-30,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 19:17:44.400,2011-05-30 19:21:00.125,0
5988,case-7763,T05 Print and send confirmation of receipt - complete,2011-05-30 19:18:43.001,2011-05-30,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 19:17:44.400,2011-05-30 19:21:00.125,0
5989,case-7763,T06 Determine necessity of stop advice - complete,2011-05-30 19:20:40.832,2011-05-30,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-05-30 19:17:44.400,2011-05-30 19:21:00.125,0
5990,case-7763,T10 Determine necessity to stop indication - complete,2011-05-30 19:21:00.125,2011-05-30,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-05-30 19:17:44.400,2011-05-30 19:21:00.125,0
5912,case-7699,Confirmation of receipt - complete,2011-05-30 21:37:25.501,2011-05-30,Resource04,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 21:37:25.501,2011-05-30 21:38:23.665,0
5913,case-7699,T02 Check confirmation of receipt - complete,2011-05-30 21:37:39.770,2011-05-30,Resource04,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 21:37:25.501,2011-05-30 21:38:23.665,0
5914,case-7699,T06 Determine necessity of stop advice - complete,2011-05-30 21:37:50.560,2011-05-30,Resource04,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-05-30 21:37:25.501,2011-05-30 21:38:23.665,0
5915,case-7699,T04 Determine confirmation of receipt - complete,2011-05-30 21:38:01.061,2011-05-30,Resource04,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 21:37:25.501,2011-05-30 21:38:23.665,0
5916,case-7699,T05 Print and send confirmation of receipt - complete,2011-05-30 21:38:10.980,2011-05-30,Resource04,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-05-30 21:37:25.501,2011-05-30 21:38:23.665,0
5917,case-7699,T10 Determine necessity to stop indication - complete,2011-05-30 21:38:23.665,2011-05-30,Resource04,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-05-30 21:37:25.501,2011-05-30 21:38:23.665,0
5896,case-7694,Confirmation of receipt - complete,2011-05-31 17:07:53.980,2011-05-31,Resource14,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-31 17:07:53.980,2011-05-31 17:09:21.803,0
5897,case-7694,T02 Check confirmation of receipt - complete,2011-05-31 17:08:15.230,2011-05-31,Resource14,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-31 17:07:53.980,2011-05-31 17:09:21.803,0
5898,case-7694,T04 Determine confirmation of receipt - complete,2011-05-31 17:08:32.255,2011-05-31,Resource14,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-31 17:07:53.980,2011-05-31 17:09:21.803,0
5899,case-7694,T05 Print and send confirmation of receipt - complete,2011-05-31 17:08:45.500,2011-05-31,Resource14,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-05-31 17:07:53.980,2011-05-31 17:09:21.803,0
5900,case-7694,T06 Determine necessity of stop advice - complete,2011-05-31 17:09:04.334,2011-05-31,Resource14,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-05-31 17:07:53.980,2011-05-31 17:09:21.803,0
5901,case-7694,T10 Determine necessity to stop indication - complete,2011-05-31 17:09:21.803,2011-05-31,Resource14,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-05-31 17:07:53.980,2011-05-31 17:09:21.803,0
5936,case-7753,Confirmation of receipt - complete,2011-05-31 21:20:06.562,2011-05-31,Resource04,Group 1,channel:e-mail,t01--t05 confirm receipt,2-Tue,2011-05-31 21:20:06.562,2011-05-31 21:21:02.764,0
5937,case-7753,T02 Check confirmation of receipt - complete,2011-05-31 21:20:20.388,2011-05-31,Resource04,Group 4,channel:e-mail,t01--t05 confirm receipt,2-Tue,2011-05-31 21:20:06.562,2011-05-31 21:21:02.764,0
5938,case-7753,T04 Determine confirmation of receipt - complete,2011-05-31 21:20:31.568,2011-05-31,Resource04,Group 3,channel:e-mail,t01--t05 confirm receipt,2-Tue,2011-05-31 21:20:06.562,2011-05-31 21:21:02.764,0
5939,case-7753,T05 Print and send confirmation of receipt - complete,2011-05-31 21:20:41.292,2011-05-31,Resource04,Group 2,channel:e-mail,t01--t05 confirm receipt,2-Tue,2011-05-31 21:20:06.562,2011-05-31 21:21:02.764,0
5940,case-7753,T06 Determine necessity of stop advice - complete,2011-05-31 21:20:50.875,2011-05-31,Resource04,Group 1,channel:e-mail,t06 determine necessity of stop advice,2-Tue,2011-05-31 21:20:06.562,2011-05-31 21:21:02.764,0
5941,case-7753,T10 Determine necessity to stop indication - complete,2011-05-31 21:21:02.764,2011-05-31,Resource04,Group 1,channel:e-mail,t10 determine necessity to stop indication,2-Tue,2011-05-31 21:20:06.562,2011-05-31 21:21:02.764,0
5715,case-7525,T02 Check confirmation of receipt - complete,2011-06-01 15:54:17.642,2011-06-01,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-05-23 23:38:02.577,2011-06-01 20:52:48.457,8
5716,case-7525,T04 Determine confirmation of receipt - complete,2011-06-01 15:54:29.708,2011-06-01,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-05-23 23:38:02.577,2011-06-01 20:52:48.457,8
5717,case-7525,T05 Print and send confirmation of receipt - complete,2011-06-01 15:54:42.362,2011-06-01,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-05-23 23:38:02.577,2011-06-01 20:52:48.457,8
5943,case-7755,Confirmation of receipt - complete,2011-06-01 16:20:39.043,2011-06-01,Resource11,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:20:39.043,2011-06-01 16:22:48.684,0
5944,case-7755,T02 Check confirmation of receipt - complete,2011-06-01 16:21:04.711,2011-06-01,Resource11,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:20:39.043,2011-06-01 16:22:48.684,0
5945,case-7755,T04 Determine confirmation of receipt - complete,2011-06-01 16:21:41.571,2011-06-01,Resource11,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:20:39.043,2011-06-01 16:22:48.684,0
5946,case-7755,T05 Print and send confirmation of receipt - complete,2011-06-01 16:21:52.409,2011-06-01,Resource11,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:20:39.043,2011-06-01 16:22:48.684,0
5947,case-7755,T06 Determine necessity of stop advice - complete,2011-06-01 16:22:10.135,2011-06-01,Resource11,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-06-01 16:20:39.043,2011-06-01 16:22:48.684,0
5948,case-7755,T10 Determine necessity to stop indication - complete,2011-06-01 16:22:48.684,2011-06-01,Resource11,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-06-01 16:20:39.043,2011-06-01 16:22:48.684,0
5949,case-7757,Confirmation of receipt - complete,2011-06-01 16:58:23.157,2011-06-01,Resource11,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:58:23.157,2011-06-01 17:06:03.185,0
5950,case-7757,T02 Check confirmation of receipt - complete,2011-06-01 16:58:42.133,2011-06-01,Resource11,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:58:23.157,2011-06-01 17:06:03.185,0
5951,case-7757,T04 Determine confirmation of receipt - complete,2011-06-01 16:59:18.956,2011-06-01,Resource11,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:58:23.157,2011-06-01 17:06:03.185,0
5952,case-7757,T05 Print and send confirmation of receipt - complete,2011-06-01 16:59:33.950,2011-06-01,Resource11,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-06-01 16:58:23.157,2011-06-01 17:06:03.185,0
5953,case-7757,T06 Determine necessity of stop advice - complete,2011-06-01 17:00:10.189,2011-06-01,Resource11,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-06-01 16:58:23.157,2011-06-01 17:06:03.185,0
5954,case-7757,T10 Determine necessity to stop indication - complete,2011-06-01 17:06:03.185,2011-06-01,Resource11,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-06-01 16:58:23.157,2011-06-01 17:06:03.185,0
5718,case-7525,T06 Determine necessity of stop advice - complete,2011-06-01 17:43:46.526,2011-06-01,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-05-23 23:38:02.577,2011-06-01 20:52:48.457,8
5719,case-7525,T10 Determine necessity to stop indication - complete,2011-06-01 20:52:48.457,2011-06-01,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-05-23 23:38:02.577,2011-06-01 20:52:48.457,8
6004,case-7814,Confirmation of receipt - complete,2011-06-06 23:00:09.673,2011-06-06,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-06-06 23:00:09.673,2011-06-09 19:36:47.398,2
6005,case-7814,T02 Check confirmation of receipt - complete,2011-06-06 23:00:31.901,2011-06-06,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-06-06 23:00:09.673,2011-06-09 19:36:47.398,2
6006,case-7814,T04 Determine confirmation of receipt - complete,2011-06-06 23:00:53.220,2011-06-06,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-06-06 23:00:09.673,2011-06-09 19:36:47.398,2
6007,case-7814,T05 Print and send confirmation of receipt - complete,2011-06-06 23:01:06.469,2011-06-06,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-06-06 23:00:09.673,2011-06-09 19:36:47.398,2
5973,case-7761,Confirmation of receipt - complete,2011-06-07 17:05:16.998,2011-06-07,Resource04,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 17:05:16.998,2011-06-07 22:47:27.247,0
5974,case-7761,T02 Check confirmation of receipt - complete,2011-06-07 17:07:21.786,2011-06-07,Resource04,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 17:05:16.998,2011-06-07 22:47:27.247,0
5975,case-7761,T04 Determine confirmation of receipt - complete,2011-06-07 17:07:41.844,2011-06-07,Resource04,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 17:05:16.998,2011-06-07 22:47:27.247,0
5976,case-7761,T05 Print and send confirmation of receipt - complete,2011-06-07 17:07:51.976,2011-06-07,Resource04,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 17:05:16.998,2011-06-07 22:47:27.247,0
6058,case-7856,Confirmation of receipt - complete,2011-06-07 20:05:30.699,2011-06-07,Resource05,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 20:05:30.699,2011-06-07 20:24:25.981,0
6059,case-7856,T02 Check confirmation of receipt - complete,2011-06-07 20:05:46.308,2011-06-07,Resource05,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 20:05:30.699,2011-06-07 20:24:25.981,0
6060,case-7856,T04 Determine confirmation of receipt - complete,2011-06-07 20:06:06.233,2011-06-07,Resource05,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 20:05:30.699,2011-06-07 20:24:25.981,0
6061,case-7856,T05 Print and send confirmation of receipt - complete,2011-06-07 20:06:50.641,2011-06-07,Resource05,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-07 20:05:30.699,2011-06-07 20:24:25.981,0
6062,case-7856,T06 Determine necessity of stop advice - complete,2011-06-07 20:10:23.239,2011-06-07,Resource05,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-07 20:05:30.699,2011-06-07 20:24:25.981,0
6063,case-7856,T10 Determine necessity to stop indication - complete,2011-06-07 20:24:25.981,2011-06-07,Resource05,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-07 20:05:30.699,2011-06-07 20:24:25.981,0
5977,case-7761,T06 Determine necessity of stop advice - complete,2011-06-07 22:47:04.516,2011-06-07,Resource04,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-07 17:05:16.998,2011-06-07 22:47:27.247,0
5978,case-7761,T10 Determine necessity to stop indication - complete,2011-06-07 22:47:27.247,2011-06-07,Resource04,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-07 17:05:16.998,2011-06-07 22:47:27.247,0
6008,case-7814,T06 Determine necessity of stop advice - complete,2011-06-09 19:35:49.390,2011-06-09,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-06 23:00:09.673,2011-06-09 19:36:47.398,2
6009,case-7814,T10 Determine necessity to stop indication - complete,2011-06-09 19:36:47.398,2011-06-09,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-06 23:00:09.673,2011-06-09 19:36:47.398,2
6124,case-7926,Confirmation of receipt - complete,2011-06-09 21:09:30.176,2011-06-09,Resource04,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-09 21:09:30.176,2011-06-09 21:11:47.046,0
6125,case-7926,T02 Check confirmation of receipt - complete,2011-06-09 21:10:01.025,2011-06-09,Resource04,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-09 21:09:30.176,2011-06-09 21:11:47.046,0
6126,case-7926,T04 Determine confirmation of receipt - complete,2011-06-09 21:10:13.713,2011-06-09,Resource04,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-09 21:09:30.176,2011-06-09 21:11:47.046,0
6127,case-7926,T05 Print and send confirmation of receipt - complete,2011-06-09 21:10:35.908,2011-06-09,Resource04,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-09 21:09:30.176,2011-06-09 21:11:47.046,0
6128,case-7926,T06 Determine necessity of stop advice - complete,2011-06-09 21:11:21.696,2011-06-09,Resource04,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-09 21:09:30.176,2011-06-09 21:11:47.046,0
